transaction_id,user_id,timestamp,amount,merchant_category,transaction_type,location,device_type,device_id,old_balance,new_balance,account_age_days,daily_transaction_count,fraud_label,fraud_type,time_since_last_transaction,is_foreign_transaction
TXN_c732d59dfc,USER_0002,2026-05-14 20:04:26.294974,10760.74,SHOPPING,BANK_TRANSFER,Kolkata,Web,DEV_69f704db,902.63,902.63,2978,29,0,,,
TXN_2ee82dc7f0,USER_0003,2026-05-14 18:35:02.294982,397.81,SHOPPING,UPI,Delhi,iPhone,DEV_d4688355,3314.13,2916.32,2971,29,0,,,
TXN_6d04c84611,USER_0004,2026-05-14 10:13:03.294989,4514.98,BILLS,UPI,Delhi,Android,DEV_9344521c,1126.33,1126.33,3777,29,0,,,
TXN_45e31975de,USER_0005,2026-05-14 23:56:44.294997,2024.42,FOOD,WALLET,Mumbai,iPhone,DEV_1b6fb007,2159.62,135.2,681,29,0,,,
TXN_2b85b4d4b6,USER_0006,2026-05-14 20:19:17.295004,8999.45,BILLS,UPI,Mumbai,Web,DEV_0fc35bab,1987.63,1987.63,2982,29,0,,,
TXN_bd3b422647,USER_0007,2026-05-14 22:07:11.295011,4863.41,BILLS,BANK_TRANSFER,Hyderabad,iPhone,DEV_13f456f4,2512.22,2512.22,3611,29,0,,,
TXN_6db8ac66f9,USER_0008,2026-05-14 10:59:49.295020,837.89,RECHARGE,UPI,Kolkata,iPhone,DEV_0bb6d8c7,560.62,560.62,813,29,0,,,
TXN_9b30b50abf,USER_0009,2026-05-14 10:02:17.295028,2996.15,SHOPPING,UPI,Delhi,Android,DEV_df077dd0,33301.85,30305.7,2522,29,0,,,
TXN_e4793bd15b,USER_0010,2026-05-14 20:24:21.295035,9032.06,SHOPPING,CARD,Hyderabad,Android,DEV_021c4f51,1248.5,1248.5,305,29,0,,,
TXN_029dd961f9,USER_0011,2026-05-14 20:23:36.295042,1428.98,FOOD,BANK_TRANSFER,Mumbai,Web,DEV_3aa97146,651.73,651.73,379,29,0,,,
TXN_43375ae1f3,USER_0012,2026-05-14 10:25:08.295051,6331.04,SHOPPING,WALLET,Chennai,Android,DEV_83c153a1,745.11,745.11,683,29,0,,,
TXN_e8e9dd356a,USER_0013,2026-05-14 07:51:44.295059,1795.51,BILLS,UPI,Hyderabad,Android,DEV_17aca3ba,480.18,480.18,2223,29,0,,,
TXN_242309b4a1,USER_0014,2026-05-14 11:14:26.295066,3328.62,SHOPPING,ATM,Chennai,iPhone,DEV_3d8cde49,630.54,630.54,3324,29,0,,,
TXN_3d233ebbf7,USER_0015,2026-05-14 10:27:25.295073,894.43,FOOD,CARD,Hyderabad,iPhone,DEV_f169c784,261.12,261.12,3131,29,0,,,
TXN_b762289a90,USER_0016,2026-05-14 15:01:15.295080,266827.89,HOTELS,WALLET,Pune,Web,DEV_6a169e01,111050.95,111050.95,1112,29,0,,,
TXN_c9ad981d0a,USER_0017,2026-05-14 00:43:50.295088,1022.49,RECHARGE,WALLET,Hyderabad,iPhone,DEV_776ae81a,577.67,577.67,2294,29,0,,,
TXN_bd9081e415,USER_0018,2026-05-14 15:50:36.295096,4279.07,TRAVEL,UPI,Mumbai,Web,DEV_bb788caf,68726.19,64447.12,2232,29,0,,,
TXN_7ee4f576db,USER_0019,2026-05-14 07:50:50.295106,2444.0,GROCERY,CARD,Hyderabad,Web,DEV_68579d80,400048.99,397604.99,63,29,0,,,
TXN_0e25820a40,USER_0020,2026-05-14 16:41:57.295113,297791.93,SHOPPING,BANK_TRANSFER,Pune,Android,DEV_c3fe3b02,3724.29,3724.29,2970,29,0,,,
TXN_266c62bb07,USER_0021,2026-05-14 10:51:39.295121,187.73,RECHARGE,CARD,Kolkata,Android,DEV_c5f09385,71.68,71.68,3467,29,0,,,
TXN_d10d025fef,USER_0022,2026-05-14 19:32:07.295128,717.48,ENTERTAINMENT,ATM,Pune,Android,DEV_e24a0881,207.45,207.45,424,29,0,,,
TXN_25e6c037c9,USER_0023,2026-05-14 09:49:51.295136,51210.75,SERVICES,ATM,Chennai,Android,DEV_5a6b7be8,32309.6,32309.6,3927,29,0,,,
TXN_e026958454,USER_0024,2026-05-14 11:03:46.295143,8765.32,FOOD,CARD,Hyderabad,iPhone,DEV_f74b9ec3,1827.37,1827.37,3774,29,0,,,
TXN_0b10d1acb1,USER_0025,2026-05-14 17:51:17.295151,12458.61,TRAVEL,CARD,Chennai,iPhone,DEV_29f322b1,2235.68,2235.68,239,29,0,,,
TXN_f7c29d9313,USER_0026,2026-05-14 12:13:30.295158,1170.83,SHOPPING,WALLET,Hyderabad,Web,DEV_159cfc75,194.98,194.98,2584,29,0,,,
TXN_fba804c17f,USER_0027,2026-05-14 12:17:23.295167,2225.98,MEDICAL,CARD,Hyderabad,Web,DEV_eb0455cd,299332.0,297106.02,600,29,0,,,
TXN_bf6e060112,USER_0028,2026-05-14 00:28:01.295176,848.34,FOOD,WALLET,Chennai,Android,DEV_920e9752,631.51,631.51,2448,29,0,,,
TXN_ec34b2ba89,USER_0029,2026-05-14 12:34:42.295183,88416.49,VENDOR,ATM,Delhi,Web,DEV_b4746ab6,41362.97,41362.97,3921,29,0,,,
TXN_95978fbd8d,USER_0030,2026-05-14 15:52:35.295190,1215.08,ENTERTAINMENT,BANK_TRANSFER,Mumbai,iPhone,DEV_3c6729a6,73.89,73.89,3509,29,0,,,
TXN_f37bf6443c,USER_0031,2026-05-14 16:44:19.295197,3571.34,BILLS,UPI,Mumbai,Android,DEV_9bfdb80c,668510.45,664939.11,3516,29,0,,,
TXN_bdec8e3420,USER_0032,2026-05-14 21:44:18.295205,1414.21,SHOPPING,ATM,Chennai,iPhone,DEV_93408503,542.94,542.94,3659,29,0,,,
TXN_31b678db14,USER_0033,2026-05-14 12:59:26.295213,1784.84,GROCERY,ATM,Delhi,Web,DEV_1c7f3ecc,414908.34,413123.5,486,29,0,,,
TXN_b86f42365a,USER_0034,2026-05-14 09:29:59.295220,36339.97,LUXURY,CARD,Mumbai,Android,DEV_87f22bd9,3478.56,3478.56,1477,29,0,,,
TXN_4115dedcd1,USER_0035,2026-05-14 21:14:00.295227,268.66,RECHARGE,CARD,Bangalore,Android,DEV_005866c0,2398.69,2130.03,3998,29,0,,,
TXN_ab478b4b95,USER_0036,2026-05-14 20:45:26.295235,507.13,ENTERTAINMENT,CARD,Hyderabad,Web,DEV_ed256e69,579.15,72.02,705,29,0,,,
TXN_420be29105,USER_0037,2026-05-14 16:34:33.295243,25701.45,VENDOR,UPI,Bangalore,iPhone,DEV_50c59523,3526731.53,3501030.08,1082,29,0,,,
TXN_16199f3ff3,USER_0038,2026-05-14 22:31:22.295252,830.24,FOOD,BANK_TRANSFER,Pune,Android,DEV_2bf0dfbf,20774.59,19944.35,2894,29,0,,,
TXN_951bafd9e7,USER_0039,2026-05-14 14:44:07.295259,1770.75,BILLS,WALLET,Pune,iPhone,DEV_86bb50ee,55712.11,53941.36,2036,29,0,,,
TXN_c902adadfa,USER_0040,2026-05-14 11:40:33.295267,636.53,RECHARGE,CARD,Pune,Web,DEV_2e3edbee,17.07,17.07,520,29,0,,,
TXN_9ef57242f0,USER_0041,2026-05-14 19:12:51.295274,3403.3,BILLS,BANK_TRANSFER,Delhi,Android,DEV_2eb4f10d,147566.78,144163.48,121,29,0,,,
TXN_33a7a79d26,USER_0042,2026-05-14 22:43:57.295281,7344.54,SHOPPING,CARD,Kolkata,Web,DEV_269a4ce4,593294.0,585949.46,98,29,0,,,
TXN_c915a20070,USER_0043,2026-05-14 22:59:30.295289,637.5,ENTERTAINMENT,ATM,Kolkata,Web,DEV_fcea5d11,11412.72,10775.22,1272,29,0,,,
TXN_5866d2d3ea,USER_0044,2026-05-14 09:23:25.295297,2889.96,TRAVEL,ATM,Chennai,Android,DEV_f07c07ec,5558.94,2668.98,1164,29,0,,,
TXN_dfdd304884,USER_0045,2026-05-14 16:30:11.295304,1028.97,RECHARGE,WALLET,Chennai,iPhone,DEV_bd5ef3a1,190.81,190.81,726,29,0,,,
TXN_e307a23bff,USER_0046,2026-05-14 21:53:26.295311,318.47,ENTERTAINMENT,BANK_TRANSFER,Mumbai,Web,DEV_988db6d1,4182.34,3863.87,3904,29,0,,,
TXN_1d515eb351,USER_0047,2026-05-14 14:11:41.295319,885.58,SHOPPING,ATM,Kolkata,Web,DEV_649b743a,155680.9,154795.32,3434,29,0,,,
TXN_3d9dcbf118,USER_0048,2026-05-14 21:45:14.295328,569.37,BILLS,ATM,Pune,Web,DEV_84130213,3050.61,2481.24,1971,29,0,,,
TXN_2324df8174,USER_0049,2026-05-14 07:45:17.295335,7686.5,SHOPPING,BANK_TRANSFER,Hyderabad,iPhone,DEV_2eef78dd,2516.95,2516.95,2572,29,0,,,
TXN_3f01978e3c,USER_0050,2026-05-14 20:21:04.295343,1858.17,SHOPPING,CARD,Delhi,Android,DEV_525e9f39,535.34,535.34,3578,29,0,,,
TXN_26190f69b5,USER_0051,2026-05-14 12:38:22.295351,473.49,FOOD,CARD,Bangalore,iPhone,DEV_a0a8492f,200.16,200.16,1462,29,1,DEVICE_TAKEOVER,,
TXN_635a6cd994,USER_0052,2026-05-14 14:02:47.295361,3264.78,MEDICAL,WALLET,Bangalore,Web,DEV_8b25fb0b,614210.43,610945.65,3823,29,0,,,
TXN_8bae884ffc,USER_0053,2026-05-14 14:02:18.295369,1512.66,FOOD,WALLET,Pune,Web,DEV_322a712e,76.01,76.01,2848,29,0,,,
TXN_2703c88417,USER_0054,2026-05-14 16:36:30.295376,2173.0,BILLS,BANK_TRANSFER,Chennai,iPhone,DEV_64c82c83,126611.94,124438.94,3504,29,0,,,
TXN_7835bd4403,USER_0055,2026-05-14 10:05:11.295383,9862.62,TRAVEL,BANK_TRANSFER,Pune,Web,DEV_0d426b61,589.6,589.6,2201,29,0,,,
TXN_8b56589c1a,USER_0056,2026-05-14 10:45:18.295391,554657.81,HOTELS,BANK_TRANSFER,Chennai,Android,DEV_22b74ce0,231742.34,231742.34,1684,29,0,,,
TXN_62898c3aa3,USER_0057,2026-05-14 21:58:56.295398,1978.47,FOOD,WALLET,Kolkata,iPhone,DEV_fa8661b6,76.11,76.11,3282,29,0,,,
TXN_d0d3716a84,USER_0058,2026-05-14 11:50:52.295409,385.15,SHOPPING,WALLET,Pune,Web,DEV_d7e4b431,9861.24,9476.09,497,29,0,,,
TXN_b950243f87,USER_0059,2026-05-14 18:44:29.295417,5452.52,TRAVEL,ATM,Pune,Android,DEV_7503bdaa,1879.4,1879.4,1041,29,0,,,
TXN_ccf3deadfc,USER_0060,2026-05-14 16:08:30.295424,2206.48,TRAVEL,CARD,Bangalore,iPhone,DEV_614e5526,1156.5,1156.5,3061,29,0,,,
TXN_b2e99245d5,USER_0061,2026-05-14 22:47:51.295433,4726.58,BILLS,BANK_TRANSFER,Mumbai,iPhone,DEV_79b80ac1,59164.22,54437.64,1500,29,0,,,
TXN_f28bb54bd6,USER_0062,2026-05-14 20:28:04.295440,2386.65,MEDICAL,BANK_TRANSFER,Mumbai,Android,DEV_336eac7c,80383.72,77997.07,872,29,0,,,
TXN_207808828a,USER_0063,2026-05-14 09:17:21.295448,1289.78,TRAVEL,WALLET,Kolkata,Android,DEV_440b3ec9,541.61,541.61,2805,29,0,,,
TXN_8b03991e03,USER_0064,2026-05-14 23:31:44.295455,8507.64,SHOPPING,CARD,Delhi,Web,DEV_eeacf963,1312.3,1312.3,3995,29,0,,,
TXN_f4eab21854,USER_0065,2026-05-14 20:47:59.295463,1698.32,FOOD,WALLET,Delhi,Android,DEV_b3ee4920,7711.82,6013.5,1861,29,0,,,
TXN_42fb37bb42,USER_0066,2026-05-14 21:06:04.295471,1319.95,MEDICAL,CARD,Chennai,iPhone,DEV_1ed765c3,186893.32,185573.37,3048,29,0,,,
TXN_3cc22b5701,USER_0067,2026-05-14 14:27:48.295478,342.35,ENTERTAINMENT,ATM,Mumbai,Android,DEV_920230d9,65.68,65.68,3423,29,0,,,
TXN_18fdb7d186,USER_0068,2026-05-14 17:48:54.295487,5304.03,TRAVEL,UPI,Mumbai,iPhone,DEV_929ab083,36067.49,30763.46,3605,29,0,,,
TXN_dd949cab0f,USER_0069,2026-05-14 11:04:35.295495,5639.72,SHOPPING,WALLET,Pune,Web,DEV_b939ab56,19358.23,13718.51,2656,29,0,,,
TXN_ddcf75d204,USER_0070,2026-05-14 16:11:07.295502,12125.74,BILLS,CARD,Bangalore,Android,DEV_da38a90a,2538.1,2538.1,2833,29,0,,,
TXN_d03beb245f,USER_0071,2026-05-14 14:46:10.295509,2830.1,GROCERY,ATM,Pune,iPhone,DEV_37325849,608267.83,605437.73,746,29,0,,,
TXN_58c16dcedf,USER_0072,2026-05-14 12:05:28.295517,1855.12,SHOPPING,ATM,Bangalore,Android,DEV_f85f7863,506.93,506.93,3069,29,0,,,
TXN_bb4ded0878,USER_0073,2026-05-14 17:27:47.295524,5540.57,FOOD,WALLET,Pune,Web,DEV_67067fcb,173.66,173.66,2034,29,0,,,
TXN_f24218113d,USER_0074,2026-05-14 12:17:35.295531,5528.93,TRAVEL,CARD,Mumbai,iPhone,DEV_261a7bda,2571.86,2571.86,2984,29,0,,,
TXN_24a553c0ee,USER_0075,2026-05-14 12:55:10.295538,2270.23,SHOPPING,BANK_TRANSFER,Hyderabad,iPhone,DEV_ac70d3b7,14967.01,12696.78,1393,29,0,,,
TXN_591f3664bc,USER_0076,2026-05-14 20:51:57.295545,18877.27,SERVICES,ATM,Delhi,iPhone,DEV_c47fd5fa,3620611.73,3601734.46,3603,29,0,,,
TXN_a10e0b0815,USER_0077,2026-05-14 14:30:35.295552,2061.85,BILLS,CARD,Pune,Android,DEV_0b3a964d,8246.8,6184.95,3694,29,0,,,
TXN_ed6747f6d5,USER_0078,2026-05-14 10:21:28.295561,7968.02,BILLS,BANK_TRANSFER,Chennai,Web,DEV_a5efd777,7582.71,7582.71,2357,29,0,,,
TXN_c3f02165ce,USER_0079,2026-05-14 20:04:08.295568,322.41,FOOD,ATM,Pune,Android,DEV_bbe27534,11608.3,11285.89,2157,29,0,,,
TXN_2aad4154b0,USER_0080,2026-05-14 21:14:44.295577,941.0,BILLS,UPI,Mumbai,Web,DEV_39870a37,40434.88,39493.88,526,29,0,,,
TXN_49f8c68d5a,USER_0081,2026-05-14 17:17:05.295584,3980.78,GROCERY,CARD,Mumbai,Android,DEV_d4e71a9b,760.79,760.79,3253,29,0,,,
TXN_dfec92883d,USER_0082,2026-05-14 15:27:55.295591,706.26,SHOPPING,WALLET,Chennai,Web,DEV_8527485d,52.91,52.91,3749,29,0,,,
TXN_7464c23396,USER_0083,2026-05-14 06:44:51.295599,40445.06,SERVICES,BANK_TRANSFER,Chennai,iPhone,DEV_8ca120a9,24685.16,24685.16,60,29,0,,,
TXN_53afea7b2c,USER_0084,2026-05-14 14:08:25.295606,4926.57,FOOD,BANK_TRANSFER,Kolkata,iPhone,DEV_cb76ad60,2556.92,2556.92,2267,29,0,,,
TXN_32043f3e17,USER_0085,2026-05-14 15:06:06.295613,803.7,BILLS,BANK_TRANSFER,Chennai,iPhone,DEV_b6f5b953,51419.24,50615.54,3716,29,0,,,
TXN_f260ec288b,USER_0086,2026-05-14 06:37:55.295620,80416.91,VENDOR,CARD,Mumbai,iPhone,DEV_2121a244,1899690.15,1819273.24,2229,29,0,,,
TXN_abd81c63b1,USER_0087,2026-05-14 11:25:49.295628,303.31,FOOD,CARD,Mumbai,Web,DEV_076e20a1,5453.06,5149.75,1996,29,0,,,
TXN_3083326221,USER_0088,2026-05-14 20:26:12.295636,7835.54,FOOD,CARD,Pune,Android,DEV_01b77163,2372.64,2372.64,3522,29,0,,,
TXN_d6c7555b5a,USER_0089,2026-05-14 19:41:48.295643,2048.11,TRAVEL,WALLET,Hyderabad,iPhone,DEV_288e359a,141510.02,139461.91,1238,29,0,,,
TXN_b1a84c7346,USER_0090,2026-05-14 18:46:36.295652,1874.65,BILLS,UPI,Chennai,Android,DEV_1e355953,25591.09,23716.44,2671,29,0,,,
TXN_c246b62a21,USER_0091,2026-05-14 12:18:17.295659,2699.11,TRAVEL,ATM,Hyderabad,iPhone,DEV_81b16f3c,22804.49,20105.38,3054,29,0,,,
TXN_cbd083e0f0,USER_0092,2026-05-14 16:42:33.295666,6636.05,FOOD,BANK_TRANSFER,Delhi,iPhone,DEV_36ac7ad9,2816.19,2816.19,961,29,0,,,
TXN_01ce73fc7a,USER_0093,2026-05-14 20:50:07.295674,2068.64,BILLS,BANK_TRANSFER,Hyderabad,Android,DEV_60d43681,129962.54,127893.9,195,29,0,,,
TXN_8c5d9a4331,USER_0094,2026-05-14 23:56:50.295681,173.28,ENTERTAINMENT,CARD,Pune,Android,DEV_da52ddbe,17669.71,17496.43,956,29,0,,,
TXN_ced3c33ac9,USER_0095,2026-05-14 14:55:00.295689,9381.4,BILLS,WALLET,Kolkata,Web,DEV_e7c3b608,1207.31,1207.31,3474,29,0,,,
TXN_dce848e972,USER_0096,2026-05-14 20:04:48.295695,575.46,SHOPPING,CARD,Delhi,Android,DEV_4490918a,94732.36,94156.9,171,29,0,,,
TXN_1e7c7b7e8b,USER_0097,2026-05-14 20:41:52.295702,568.71,RECHARGE,CARD,Kolkata,iPhone,DEV_bed57f3d,8597.16,8028.45,3245,29,0,,,
TXN_0d4dc9fee4,USER_0098,2026-05-14 17:44:07.295712,463.3,RECHARGE,WALLET,Chennai,Web,DEV_4ace2c3e,96.98,96.98,991,29,0,,,
TXN_5687d4f917,USER_0099,2026-05-14 18:07:57.295720,2679.09,SHOPPING,CARD,Hyderabad,Web,DEV_2b328692,423.99,423.99,609,29,0,,,
TXN_e4f0c7bd3e,USER_0100,2026-05-14 15:50:11.295728,348.58,SHOPPING,UPI,Delhi,Web,DEV_e619e525,13587.74,13239.16,1497,29,0,,,
TXN_43082ae452,USER_0001,2026-05-14 10:43:33.295735,1757.39,MEDICAL,UPI,Mumbai,Android,DEV_aec95562,708088.63,706331.24,1737,30,0,,,
TXN_999480fda1,USER_0002,2026-05-14 23:33:44.295742,10684.22,BILLS,BANK_TRANSFER,Kolkata,Web,DEV_69f704db,902.63,902.63,2978,30,0,,,
TXN_43bf741726,USER_0003,2026-05-14 12:32:15.295749,186.33,SHOPPING,CARD,Delhi,iPhone,DEV_d4688355,2916.32,2729.99,2971,30,0,,,
TXN_722673671e,USER_0004,2026-05-14 19:26:17.295758,3352.44,TRAVEL,BANK_TRANSFER,Delhi,Android,DEV_8684dd72,1126.33,1126.33,3777,30,0,,,
TXN_904b33a235,USER_0005,2026-05-14 22:38:32.295765,3765.99,SHOPPING,BANK_TRANSFER,Mumbai,iPhone,DEV_1b6fb007,135.2,135.2,681,30,0,,,
TXN_1d08d11184,USER_0006,2026-05-14 20:48:22.295773,5625.0,SHOPPING,BANK_TRANSFER,Mumbai,Web,DEV_0fc35bab,1987.63,1987.63,2982,30,0,,,
TXN_abd0dfa8b6,USER_0007,2026-05-14 08:24:50.295780,4895.46,FOOD,BANK_TRANSFER,Hyderabad,iPhone,DEV_13f456f4,2512.22,2512.22,3611,30,0,,,
TXN_4d5daa46bf,USER_0008,2026-05-14 00:58:50.295789,940.51,FOOD,UPI,Kolkata,iPhone,DEV_0bb6d8c7,560.62,560.62,813,30,0,,,
TXN_89f0e3b907,USER_0009,2026-05-14 20:36:18.295796,2678.7,BILLS,UPI,Delhi,Android,DEV_df077dd0,30305.7,27627.0,2522,30,0,,,
TXN_faf9f3f02d,USER_0010,2026-05-14 09:34:20.295804,11153.17,BILLS,ATM,Hyderabad,Android,DEV_021c4f51,1248.5,1248.5,305,30,0,,,
TXN_ba87464d69,USER_0011,2026-05-14 21:20:44.295811,781.75,ENTERTAINMENT,ATM,Mumbai,Web,DEV_3aa97146,651.73,651.73,379,30,0,,,
TXN_66aa7781d6,USER_0012,2026-05-14 10:35:55.295818,11794.42,SHOPPING,UPI,Chennai,Android,DEV_992510df,745.11,745.11,683,30,0,,,
TXN_074a1cbaf0,USER_0013,2026-05-14 23:15:12.295825,2507.29,TRAVEL,WALLET,Hyderabad,Android,DEV_3c809d4c,480.18,480.18,2223,30,0,,,
TXN_389bb9c75d,USER_0014,2026-05-14 12:14:17.295833,1694.94,BILLS,WALLET,Chennai,iPhone,DEV_3d8cde49,630.54,630.54,3324,30,0,,,
TXN_366d9d1caa,USER_0015,2026-05-14 19:34:19.295841,1508.49,BILLS,WALLET,Hyderabad,iPhone,DEV_c87d6d98,261.12,261.12,3131,30,0,,,
TXN_a9bcf8ce47,USER_0016,2026-05-14 17:06:45.295853,290795.29,SHOPPING,WALLET,Pune,Web,DEV_6a169e01,111050.95,111050.95,1112,30,0,,,
TXN_761834472f,USER_0017,2026-05-14 15:06:53.295862,2298.18,FOOD,CARD,Hyderabad,iPhone,DEV_a771e7e7,577.67,577.67,2294,30,1,DEVICE_TAKEOVER,,
TXN_d0bd4b2bba,USER_0018,2026-05-14 20:50:06.295874,3531.43,FOOD,BANK_TRANSFER,Mumbai,Web,DEV_bb788caf,64447.12,60915.69,2232,30,0,,,
TXN_bc4114a437,USER_0019,2026-05-14 18:51:48.295881,5748.08,GROCERY,UPI,Hyderabad,Web,DEV_68579d80,397604.99,391856.91,63,30,0,,,
TXN_3c7dd4bbc9,USER_0020,2026-05-14 14:49:43.295889,331595.07,TRAVEL,BANK_TRANSFER,Pune,Android,DEV_c3fe3b02,3724.29,3724.29,2970,30,0,,,
TXN_06b7a6317e,USER_0021,2026-05-14 10:27:24.295897,279.32,ENTERTAINMENT,BANK_TRANSFER,Kolkata,Android,DEV_c5f09385,71.68,71.68,3467,30,0,,,
TXN_0849b15bec,USER_0022,2026-05-14 14:20:08.295906,1096.24,SHOPPING,WALLET,Pune,Android,DEV_e24a0881,207.45,207.45,424,30,0,,,
TXN_8e5e197474,USER_0023,2026-05-14 14:40:50.295914,73924.8,VENDOR,WALLET,Chennai,Android,DEV_5a6b7be8,32309.6,32309.6,3927,30,0,,,
TXN_5580b53bb9,USER_0024,2026-05-14 23:16:19.295921,12064.8,FOOD,WALLET,Tokyo,iPhone,DEV_5c2727b8,1827.37,1827.37,3774,30,1,IMPOSSIBLE_TRAVEL,,1.0
TXN_08735f638c,USER_0025,2026-05-14 17:03:31.295930,10663.7,SHOPPING,BANK_TRANSFER,Chennai,iPhone,DEV_59fb7cf9,2235.68,2235.68,239,30,0,,,
TXN_385a7611c7,USER_0026,2026-05-14 21:51:19.295937,967.75,FOOD,WALLET,Hyderabad,Web,DEV_159cfc75,194.98,194.98,2584,30,0,,,
TXN_144046a6dc,USER_0027,2026-05-14 14:24:28.295945,4695.35,GROCERY,UPI,Hyderabad,Web,DEV_eb0455cd,297106.02,292410.67,600,30,0,,,
TXN_54dcf63fab,USER_0028,2026-05-14 00:07:11.295953,701.86,SHOPPING,BANK_TRANSFER,Chennai,Android,DEV_920e9752,631.51,631.51,2448,30,0,,,
TXN_8e38a6e14c,USER_0029,2026-05-14 06:43:20.295961,79238.46,VENDOR,ATM,Delhi,Web,DEV_b4746ab6,41362.97,41362.97,3921,30,0,,,
TXN_c950fefb16,USER_0030,2026-05-14 22:09:19.295968,2904.65,FOOD,UPI,Mumbai,iPhone,DEV_3c6729a6,73.89,73.89,3509,30,0,,,
TXN_eba79dfbd5,USER_0031,2026-05-14 12:33:19.295976,2779.68,MEDICAL,ATM,Mumbai,Android,DEV_95d71ad7,664939.11,662159.43,3516,30,0,,,
TXN_fa46d00031,USER_0032,2026-05-14 20:50:57.295983,786.23,ENTERTAINMENT,WALLET,Chennai,iPhone,DEV_93408503,542.94,542.94,3659,30,0,,,
TXN_396d25559d,USER_0033,2026-05-14 09:58:51.295991,1379.16,GROCERY,BANK_TRANSFER,Delhi,Web,DEV_7bf9aeb1,413123.5,411744.34,486,30,0,,,
TXN_d644f53bae,USER_0034,2026-05-14 15:15:04.295998,19.32,SHOPPING,CARD,Mumbai,Android,DEV_94460c72,3478.56,3478.56,1477,30,1,CARD_TESTING,,
TXN_11026d59b8,USER_0035,2026-05-14 22:35:19.296007,234.43,FOOD,BANK_TRANSFER,Bangalore,Android,DEV_005866c0,2130.03,1895.6,3998,30,0,,,
TXN_b57fedfbc6,USER_0036,2026-05-14 00:35:12.296015,373.77,RECHARGE,CARD,Hyderabad,Web,DEV_ed256e69,72.02,72.02,705,30,0,,,
TXN_7d7f08dab2,USER_0037,2026-05-14 19:51:20.296023,22852.67,SERVICES,WALLET,Bangalore,iPhone,DEV_50c59523,3501030.08,3478177.41,1082,30,0,,,
TXN_a7ece5792b,USER_0038,2026-05-14 14:02:13.296032,984.35,BILLS,WALLET,Pune,Android,DEV_2bf0dfbf,19944.35,18960.0,2894,30,0,,,
TXN_54fe7d4599,USER_0039,2026-05-14 09:13:43.296039,1856.37,TRAVEL,CARD,Pune,iPhone,DEV_86bb50ee,53941.36,52084.99,2036,30,0,,,
TXN_6697d1e865,USER_0040,2026-05-14 17:59:35.296046,496.6,ENTERTAINMENT,WALLET,Pune,Web,DEV_2e3edbee,17.07,17.07,520,30,0,,,
TXN_2b83bcd4aa,USER_0041,2026-05-14 13:22:18.296054,4560.5,GROCERY,BANK_TRANSFER,Delhi,Android,DEV_2eb4f10d,144163.48,139602.98,121,30,0,,,
TXN_7dfa8e75e9,USER_0042,2026-05-14 21:48:59.296062,14823.42,TRAVEL,ATM,Kolkata,Web,DEV_483f91a1,585949.46,571126.04,98,30,0,,,
TXN_876666466e,USER_0043,2026-05-14 23:10:52.296069,277.37,SHOPPING,CARD,Kolkata,Web,DEV_fcea5d11,10775.22,10497.85,1272,30,0,,,
TXN_e3dde55f36,USER_0044,2026-05-14 22:23:06.296077,7256.51,FOOD,CARD,Chennai,Android,DEV_f07c07ec,2668.98,2668.98,1164,30,0,,,
TXN_c9e9f50aaa,USER_0045,2026-05-14 19:34:20.296084,959.85,SHOPPING,BANK_TRANSFER,Chennai,iPhone,DEV_bd5ef3a1,190.81,190.81,726,30,0,,,
TXN_d6d35f8f2e,USER_0046,2026-05-14 01:16:55.296093,290.17,ENTERTAINMENT,WALLET,Mumbai,Web,DEV_8cdd2acf,3863.87,3573.7,3904,30,0,,,
TXN_e032e4cc1b,USER_0047,2026-05-14 18:25:33.296101,860.54,SHOPPING,BANK_TRANSFER,Kolkata,Web,DEV_649b743a,154795.32,153934.78,3434,30,0,,,
TXN_045adcaade,USER_0048,2026-05-14 14:11:09.296110,399.91,SHOPPING,ATM,Pune,Web,DEV_45eeb822,2481.24,2081.33,1971,30,0,,,
TXN_20077bec22,USER_0049,2026-05-14 10:36:59.296118,5610.13,FOOD,WALLET,Hyderabad,iPhone,DEV_2eef78dd,2516.95,2516.95,2572,30,0,,,
TXN_4634627a45,USER_0050,2026-05-14 21:07:54.296125,1762.35,RECHARGE,ATM,Delhi,Android,DEV_525e9f39,535.34,535.34,3578,30,0,,,
TXN_c7dd402a20,USER_0051,2026-05-14 13:58:31.296133,281.14,SHOPPING,ATM,Bangalore,Android,DEV_6ae9ce1a,200.16,200.16,1462,30,0,,,
TXN_19d823b349,USER_0052,2026-05-14 17:40:00.296141,3071.5,GROCERY,CARD,Bangalore,Web,DEV_8b25fb0b,610945.65,607874.15,3823,30,0,,,
TXN_8241de0a1f,USER_0053,2026-05-14 19:24:05.296150,1537.01,SHOPPING,BANK_TRANSFER,Pune,Web,DEV_322a712e,76.01,76.01,2848,30,0,,,
TXN_75a4bb3911,USER_0054,2026-05-14 11:17:21.296158,1391.99,BILLS,CARD,Chennai,iPhone,DEV_64c82c83,124438.94,123046.95,3504,30,0,,,
TXN_bb8b5b986e,USER_0055,2026-05-14 21:35:53.296165,11149.33,TRAVEL,CARD,Pune,Web,DEV_0d426b61,589.6,589.6,2201,30,0,,,
